time,temperature,humidity,label
275111,30.00,80.00,1
277385,30.00,80.00,1
279658,30.00,80.00,1
281932,30.00,79.00,1
284206,30.00,79.00,1
286480,30.00,78.00,1
288754,30.00,78.00,1
291028,30.00,78.00,1
293302,31.00,78.00,1
295576,31.00,79.00,1
297850,31.00,78.00,1
300124,31.00,76.00,1
302398,31.00,77.00,1
304673,31.00,77.00,1
306947,31.00,77.00,1
309221,31.00,77.00,1
311495,31.00,76.00,1
313769,31.00,76.00,1
316043,31.00,76.00,1
318317,31.00,76.00,1
320591,31.00,76.00,1
322865,31.00,76.00,1
325139,31.00,75.00,1
327414,31.00,75.00,1
329688,31.00,75.00,1
331962,31.00,75.00,1
334236,31.00,75.00,1
336510,31.00,74.00,1
338784,31.00,75.00,1
341058,31.00,74.00,1
343332,31.00,75.00,1
345606,31.00,74.00,1
347880,31.00,74.00,1
350155,31.00,74.00,1
352429,31.00,74.00,1
354703,31.00,74.00,1
356977,31.00,72.00,1
359251,31.00,70.00,1
361526,31.00,71.00,1
363800,31.00,73.00,1
366074,31.00,74.00,1
368348,31.00,75.00,1
370622,31.00,77.00,1
372897,31.00,76.00,1
375171,31.00,75.00,1
377445,31.00,76.00,1
379718,31.00,77.00,1
381991,31.00,77.00,1
384265,31.00,76.00,1
386538,31.00,77.00,1
388811,31.00,77.00,1
391084,31.00,77.00,1
393358,31.00,77.00,1
395632,31.00,77.00,1
397906,31.00,75.00,1
400180,31.00,76.00,1
402454,31.00,76.00,1
404728,31.00,76.00,1
407003,31.00,76.00,1
409277,31.00,76.00,1
411552,31.00,74.00,1
413826,31.00,75.00,1
416100,31.00,75.00,1
418374,31.00,74.00,1
420648,31.00,75.00,1
422923,31.00,75.00,1
425197,31.00,74.00,1
427471,31.00,74.00,1
429745,31.00,74.00,1
432019,31.00,74.00,1
434294,31.00,74.00,1
436567,31.00,73.00,1
438840,31.00,73.00,1
441113,31.00,73.00,1
443386,31.00,73.00,1
445659,31.00,73.00,1
447932,31.00,73.00,1
450205,31.00,73.00,1
452478,31.00,73.00,1
454751,31.00,73.00,1
457025,31.00,72.00,1
459299,31.00,72.00,1
461574,31.00,72.00,1
463848,31.00,71.00,1
466123,31.00,70.00,1
468397,31.00,74.00,1
470671,31.00,76.00,1
472945,31.00,75.00,1
475219,31.00,76.00,1
477494,31.00,77.00,1
479768,31.00,77.00,1
482042,31.00,77.00,1
484316,31.00,77.00,1
486589,32.00,77.00,1
488864,31.00,77.00,1
491138,31.00,77.00,1
493412,31.00,76.00,1
495686,31.00,77.00,1
497960,31.00,76.00,1
500235,31.00,76.00,1
502509,31.00,75.00,1
504782,32.00,76.00,1
507056,32.00,75.00,1
509329,32.00,74.00,1
511602,32.00,75.00,1
513875,32.00,75.00,1
516149,32.00,74.00,1
518422,32.00,75.00,1
520695,32.00,74.00,1
522968,32.00,75.00,1
525241,32.00,73.00,1
527514,32.00,74.00,1
529787,32.00,74.00,1
532060,32.00,74.00,1
534333,32.00,74.00,1
536607,32.00,73.00,1
538880,32.00,73.00,1
541153,32.00,74.00,1
543426,32.00,73.00,1
545699,32.00,74.00,1
547973,32.00,74.00,1
550246,32.00,74.00,1
552519,32.00,73.00,1
554792,32.00,74.00,1
557066,32.00,74.00,1
559339,32.00,70.00,1
561612,32.00,72.00,1
563885,32.00,72.00,1
566158,32.00,73.00,1
568431,32.00,73.00,1
570704,32.00,73.00,1
572977,32.00,73.00,1
575250,32.00,73.00,1
577524,32.00,73.00,1
579797,32.00,73.00,1
582070,32.00,73.00,1
584343,32.00,72.00,1
586616,32.00,72.00,1
588890,32.00,72.00,1
591163,32.00,72.00,1
593436,32.00,72.00,1
595709,32.00,72.00,1
597983,32.00,72.00,1
600256,32.00,72.00,1
602529,32.00,72.00,1
604802,32.00,71.00,1
607075,32.00,70.00,1
609348,32.00,71.00,1
611621,32.00,71.00,1
613894,32.00,70.00,1
616167,32.00,68.00,1
618441,32.00,71.00,1
620714,32.00,71.00,1
622987,32.00,70.00,1
625260,32.00,71.00,1
627533,32.00,69.00,1
629806,32.00,71.00,1
632079,32.00,72.00,1
634352,32.00,72.00,1
636625,32.00,74.00,1
638898,32.00,69.00,1
641171,32.00,80.00,1
643445,32.00,77.00,1
645718,32.00,80.00,1
647991,32.00,85.00,1
650264,32.00,79.00,1
652537,32.00,84.00,1
654810,32.00,82.00,1
657083,32.00,81.00,1
659356,32.00,80.00,1
661629,32.00,84.00,1
663903,32.00,83.00,1
666176,32.00,77.00,1
668449,32.00,84.00,1
670722,32.00,85.00,1
672995,32.00,83.00,1
675268,32.00,80.00,1
677541,32.00,85.00,1
679814,32.00,85.00,1
682087,32.00,83.00,1
684361,32.00,86.00,1
686634,32.00,85.00,1
688907,32.00,81.00,1
691180,32.00,78.00,1
693453,32.00,82.00,1
695726,32.00,77.00,1
697999,32.00,83.00,1
700272,32.00,80.00,1
702545,32.00,82.00,1
704818,32.00,82.00,1
707091,32.00,80.00,1
709365,32.00,82.00,1
711638,32.00,82.00,1
713911,32.00,81.00,1
716184,32.00,81.00,1
718457,32.00,80.00,1
720730,32.00,81.00,1
723003,32.00,82.00,1
725276,32.00,81.00,1
727549,32.00,81.00,1
729823,32.00,81.00,1
732096,32.00,81.00,1
734369,32.00,84.00,1
736642,32.00,77.00,1
738915,32.00,85.00,1
741188,32.00,82.00,1
743461,32.00,88.00,1
745735,32.00,87.00,1
748008,32.00,89.00,1
750283,32.00,91.00,1
752556,32.00,89.00,1
754829,32.00,89.00,1
757102,32.00,88.00,1
759375,32.00,89.00,1
761648,32.00,88.00,1
763921,32.00,88.00,1
766194,32.00,85.00,1
768468,32.00,87.00,1
770742,32.00,87.00,1
773015,32.00,86.00,1
775288,32.00,85.00,1
777562,32.00,85.00,1
779835,32.00,85.00,1
782108,32.00,84.00,1
784381,32.00,83.00,1
786655,32.00,83.00,1
788928,32.00,83.00,1
791201,32.00,83.00,1
793474,32.00,82.00,1
795747,32.00,84.00,1
798020,32.00,82.00,1
800293,32.00,83.00,1
802566,32.00,81.00,1
804839,32.00,81.00,1
807113,32.00,82.00,1
809386,32.00,82.00,1
811659,32.00,82.00,1
813932,32.00,82.00,1
816205,32.00,81.00,1
818478,32.00,84.00,1
820751,32.00,83.00,1
823024,32.00,83.00,1
825297,32.00,83.00,1
827570,32.00,83.00,1
829843,32.00,81.00,1
832117,32.00,82.00,1
834390,32.00,82.00,1
836663,32.00,82.00,1
838936,32.00,82.00,1
841209,32.00,82.00,1
843482,32.00,81.00,1
845755,32.00,81.00,1
848028,32.00,78.00,1
850301,32.00,80.00,1
852575,32.00,81.00,1
854848,32.00,80.00,1
857121,32.00,81.00,1
859394,32.00,80.00,1
861667,32.00,81.00,1
863940,32.00,79.00,1
866213,32.00,81.00,1
868486,32.00,80.00,1
870759,32.00,79.00,1
873033,32.00,80.00,1
875306,32.00,79.00,1
877579,32.00,81.00,1
879852,32.00,81.00,1
882125,32.00,80.00,1
884398,32.00,80.00,1
886671,32.00,80.00,1
888944,32.00,79.00,1
891217,32.00,80.00,1
893490,32.00,78.00,1
895763,32.00,79.00,1
898037,32.00,79.00,1
900310,32.00,77.00,1
902583,32.00,79.00,1
904856,32.00,78.00,1
907129,32.00,79.00,1
909402,32.00,76.00,1
911675,32.00,78.00,1
913948,32.00,78.00,1
916221,32.00,79.00,1
918495,32.00,78.00,1
920768,32.00,79.00,1
923041,32.00,77.00,1
925314,32.00,77.00,1
927587,32.00,78.00,1
929860,32.00,77.00,1
932133,32.00,76.00,1
934406,32.00,74.00,1
936679,32.00,69.00,1
938953,32.00,70.00,1
941226,32.00,73.00,1
943499,32.00,74.00,1
945772,32.00,75.00,1
948045,32.00,77.00,1
950318,32.00,78.00,1
952591,32.00,77.00,1
954864,32.00,76.00,1
957137,32.00,78.00,1
959410,32.00,78.00,1
961683,32.00,78.00,1
963957,32.00,77.00,1
966230,32.00,75.00,1
968503,32.00,77.00,1
970776,32.00,77.00,1
973049,32.00,77.00,1
975322,32.00,78.00,1
977595,32.00,76.00,1
979868,32.00,78.00,1
982141,32.00,77.00,1
984415,32.00,78.00,1
986688,32.00,77.00,1
988961,32.00,76.00,1
991234,32.00,77.00,1
993507,32.00,77.00,1
995780,32.00,76.00,1
998053,32.00,75.00,1
1000326,32.00,75.00,1
1002599,32.00,75.00,1
1004873,32.00,75.00,1
1007146,32.00,76.00,1
1009419,32.00,75.00,1
1011692,32.00,74.00,1
1013965,32.00,75.00,1
1016238,32.00,75.00,1
1018511,32.00,73.00,1
1020784,32.00,75.00,1
1023057,32.00,75.00,1
1025330,32.00,75.00,1
1027603,32.00,75.00,1
1029877,32.00,74.00,1
1032150,32.00,75.00,1
1034423,32.00,74.00,1
1036696,32.00,74.00,1
1038969,32.00,75.00,1
1041242,32.00,74.00,1
1043515,32.00,74.00,1
1045788,32.00,72.00,1
1048062,32.00,71.00,1
1050335,32.00,72.00,1
1052608,32.00,69.00,1
1054881,32.00,73.00,1
1057154,32.00,73.00,1
1059428,32.00,71.00,1
1061701,32.00,75.00,1
1063974,32.00,77.00,1
1066247,32.00,75.00,1
1068521,32.00,78.00,1
1070794,32.00,76.00,1
1073067,32.00,77.00,1
1075340,32.00,77.00,1
1077613,32.00,76.00,1
1079886,32.00,77.00,1
1082160,32.00,75.00,1
1084433,32.00,74.00,1
1086706,32.00,76.00,1
1088979,32.00,76.00,1
1091253,32.00,76.00,1
1093526,32.00,75.00,1
1095799,32.00,76.00,1
1098072,32.00,75.00,1
1100345,32.00,76.00,1
1102618,32.00,76.00,1
1104891,32.00,76.00,1
1107164,32.00,76.00,1
1109437,32.00,82.00,1
1111711,32.00,80.00,1
1113984,32.00,81.00,1
1116257,32.00,76.00,1
1118530,32.00,79.00,1
1120803,32.00,82.00,1
1123077,32.00,82.00,1
1125350,32.00,87.00,1
1127623,32.00,83.00,1
1129897,32.00,86.00,1
1132170,32.00,87.00,1
1134444,32.00,85.00,1
1136718,32.00,85.00,1
1138993,32.00,85.00,1
1141266,32.00,84.00,1
1143541,32.00,85.00,1
1145815,32.00,85.00,1
1148088,32.00,83.00,1
1150361,32.00,84.00,1
1152634,32.00,83.00,1
1154907,32.00,82.00,1
1157180,32.00,82.00,1
1159453,32.00,81.00,1
1161726,32.00,82.00,1
1164000,32.00,85.00,1
1166273,32.00,82.00,1
1168546,32.00,84.00,1
1170819,32.00,80.00,1
1173092,32.00,81.00,1
1175365,32.00,81.00,1
1177639,32.00,79.00,1
1179912,32.00,82.00,1
1182185,32.00,81.00,1
1184459,32.00,79.00,1
1186732,32.00,81.00,1
1189005,32.00,81.00,1
1191278,32.00,80.00,1
1193551,32.00,80.00,1
1195824,32.00,81.00,1
1198098,32.00,78.00,1
1200372,32.00,80.00,1
1202646,32.00,79.00,1
1204920,32.00,87.00,1
1207194,32.00,84.00,1
1209468,32.00,85.00,1
1211742,32.00,87.00,1
1214016,32.00,86.00,1
1216290,32.00,87.00,1
1218564,32.00,85.00,1
1220838,32.00,85.00,1
1223113,32.00,85.00,1
1225387,32.00,85.00,1
1227661,32.00,85.00,1
1229935,32.00,83.00,1
1232208,32.00,83.00,1
1234482,32.00,85.00,1
1236755,32.00,83.00,1
1239029,32.00,82.00,1
1241302,32.00,84.00,1
1243575,32.00,83.00,1
1245848,32.00,82.00,1
1248121,32.00,83.00,1
1250394,32.00,83.00,1
1252667,32.00,81.00,1
1254940,32.00,79.00,1
1257213,32.00,82.00,1
1259487,32.00,81.00,1
1261761,32.00,79.00,1
1264034,32.00,80.00,1
1266307,32.00,81.00,1
1268580,32.00,81.00,1
1270853,32.00,84.00,1
1273126,32.00,83.00,1
1275399,32.00,83.00,1
1277672,32.00,82.00,1
1279947,32.00,85.00,1
1282220,32.00,84.00,1
1284493,32.00,82.00,1
1286766,32.00,84.00,1
1289039,32.00,84.00,1
1291312,32.00,83.00,1
1293585,32.00,83.00,1
1295858,32.00,83.00,1
1298131,32.00,83.00,1
1300405,32.00,81.00,1
1302678,32.00,82.00,1
1304951,32.00,83.00,1
1307224,32.00,82.00,1
1309497,32.00,81.00,1
1311770,32.00,82.00,1
1314043,32.00,81.00,1
1316316,32.00,80.00,1
1318589,32.00,81.00,1
1320863,32.00,85.00,1
1323136,32.00,82.00,1
1325409,32.00,84.00,1
1327682,32.00,83.00,1
1329955,32.00,83.00,1
1332229,32.00,83.00,1
1334502,32.00,81.00,1
1336775,32.00,84.00,1
1339048,32.00,84.00,1
1341322,32.00,81.00,1
1343595,32.00,82.00,1
1345868,32.00,84.00,1
1348141,32.00,82.00,1
1350414,32.00,82.00,1
1352687,32.00,83.00,1
1354960,32.00,84.00,1
1357233,32.00,81.00,1
1359506,32.00,81.00,1
1361780,32.00,81.00,1
1364053,32.00,82.00,1
1366326,32.00,82.00,1
1368599,32.00,80.00,1
1370872,32.00,80.00,1
1373146,32.00,81.00,1
1375419,32.00,81.00,1
1377692,32.00,80.00,1
1379965,32.00,79.00,1
1382239,32.00,79.00,1
1384512,32.00,82.00,1
1386785,32.00,83.00,1
1389058,32.00,83.00,1
1391331,32.00,81.00,1
1393604,32.00,81.00,1
1395877,32.00,83.00,1
1398150,32.00,82.00,1
1400423,32.00,81.00,1
1402697,32.00,82.00,1
1404970,32.00,82.00,1
1407243,32.00,84.00,1
1409516,32.00,81.00,1
1411789,32.00,84.00,1
1414063,32.00,86.00,1
1416336,32.00,84.00,1
1418609,32.00,83.00,1
1420882,32.00,84.00,1
1423155,32.00,85.00,1
1425428,32.00,83.00,1
1427701,32.00,82.00,1
1429974,32.00,83.00,1
1432247,32.00,83.00,1
1434520,32.00,80.00,1
1436793,32.00,82.00,1
1439066,32.00,82.00,1
1441339,32.00,80.00,1
1443612,32.00,81.00,1
1445885,32.00,83.00,1
1448159,32.00,83.00,1
1450432,32.00,81.00,1
1452705,32.00,80.00,1
1454978,32.00,82.00,1
1457251,32.00,82.00,1
1459524,32.00,79.00,1
1461797,32.00,81.00,1
1464070,32.00,80.00,1
1466343,32.00,79.00,1
1468617,32.00,78.00,1
1470890,32.00,79.00,1
1473163,32.00,80.00,1
1475436,32.00,80.00,0
1477709,32.00,78.00,0
1479982,32.00,74.00,0
1482255,32.00,71.00,0
1484528,32.00,68.00,0
1486801,32.00,65.00,0
1489074,32.00,63.00,0
1491347,32.00,61.00,0
1493622,32.00,59.00,0
1495895,32.00,58.00,0
1498168,32.00,56.00,0
1500441,32.00,55.00,0
1502714,32.00,54.00,0
1504987,32.00,53.00,0
1507261,31.00,52.00,0
1509536,31.00,51.00,0
1511810,31.00,50.00,0
1514084,31.00,49.00,0
1516358,31.00,49.00,0
1518631,31.00,48.00,0
1520904,31.00,48.00,0
1523178,31.00,47.00,0
1525452,31.00,47.00,0
1527726,31.00,47.00,0
